Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References,References
Chordata,Vertebrata,Osteichthyes,Perciformes,Channichthyidae,Pagetopsis macropterus,Crocodile icefish,2.21,48.00,FD,RBC,NS,"Morescalchi, A., J.C. Hureau, E. Olmo, C. Ozouf-Costaz, E. Pisano, and R. Stanyon (1992). A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biology 11: 655-661.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cheilodactylidae,Cheilodactylus fuscus,Red morwong,0.72,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Aequidens portalegrensis,N/A,1.20,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Apistogramma sp.,N/A,1.00,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Astronotus ocellatus,Oscar,1.09,48.00,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Cichlasoma meeki,Firemouth cichlid,1.40,48.00,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Cichlasoma octofasciatum,Jack Dempsey,1.30,48.00,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Crenicichla saxatilis,Ringtail pike cichlid,1.10,48.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Haplochromis burtoni,African cichlid,0.97,40.00,FCM,RBC,GD,"Lang, M., T. Miyake, I. Braasch, D. Tinnemore, N. Siegel, W. Salzburger, C.T. Amemiya, A. Meyer (2006). A BAC library of the East African haplochromine cichlid fish Astatotilapia burtoni. Journal of Experimental Zoology (Molecular Development and Evolutio",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Haplochromis longirostris,N/A,1.10,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Haplochromis parvidens,N/A,1.20,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Haplochromis quiarti,N/A,1.00,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Haplochromis squamipinnus,N/A,1.10,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Haplochromis squamulatus,N/A,1.20,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis aureus,Blue tilapia,1.21,44.00,FD,RBC,CCR,"Majumdar, K.C. and B.J. McAndrew (1986). Relative DNA content of somatic nuclei and chromosomal studies in three genera, Tilapia, Saerodon, and Oreochromis of the tribe Tilapiini (Pisces, Cichlidae). Genetica 68: 175-188.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis leucostictus,N/A,1.20,44.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis macrochir macrochir,N/A,0.84,44.00,FD,RBC,CCR,"Majumdar, K.C. and B.J. McAndrew (1986). Relative DNA content of somatic nuclei and chromosomal studies in three genera, Tilapia, Saerodon, and Oreochromis of the tribe Tilapiini (Pisces, Cichlidae). Genetica 68: 175-188.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis mossambicus,Mozambique tilapia,0.81,44.00,FD,RBC,GD,"Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis mossambicus,Mozambique tilapia,1.00,,FD,RBC,CCR,"Majumdar, K.C. and B.J. McAndrew (1986). Relative DNA content of somatic nuclei and chromosomal studies in three genera, Tilapia, Saerodon, and Oreochromis of the tribe Tilapiini (Pisces, Cichlidae). Genetica 68: 175-188.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis niloticus niloticus,Nile tilapia,0.95,,FD,RBC,CCR,"Majumdar, K.C. and B.J. McAndrew (1986). Relative DNA content of somatic nuclei and chromosomal studies in three genera, Tilapia, Saerodon, and Oreochromis of the tribe Tilapiini (Pisces, Cichlidae). Genetica 68: 175-188.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis niloticus niloticus,Nile tilapia,0.99,,FD,RBC,GD,"Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis niloticus niloticus,Nile tilapia,1.12,,FD,RBC,CP,"Zhou, T. (1984). Chromosome studies in Chinese freshwater fishes [in Chinese]. Zoological Research (Tung Wu Hsueh Yen Chiu) 5: 38-51.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis niloticus niloticus,Nile tilapia,1.15,,FD,RBC,HS,"Li, Y., K. Li, and T. Zhou (1983). Cellular DNA content of fourteen species of freshwater fishes [in Chinese]. Acta Genetica Sinica 10: 384-389.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis niloticus niloticus,Nile tilapia,1.20,44.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Oreochromis spilurus spilurus,Sabaki tilapia,0.95,44.00,FD,RBC,CCR,"Majumdar, K.C. and B.J. McAndrew (1986). Relative DNA content of somatic nuclei and chromosomal studies in three genera, Tilapia, Saerodon, and Oreochromis of the tribe Tilapiini (Pisces, Cichlidae). Genetica 68: 175-188.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Pelvicachromis taeniatus,N/A,1.00,48.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Pterophyllum scalare,Freshwater angelfish,1.02,,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Pterophyllum scalare,Freshwater angelfish,1.20,48.00,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Sarotherodon galilaeus galilaeus,Mango tilapia,0.84,44.00,FD,RBC,CCR,"Majumdar, K.C. and B.J. McAndrew (1986). Relative DNA content of somatic nuclei and chromosomal studies in three genera, Tilapia, Saerodon, and Oreochromis of the tribe Tilapiini (Pisces, Cichlidae). Genetica 68: 175-188.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Satanoperca jurupari,Demon eartheater,1.20,48.00,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Symphysodon aequifasciatus,Blue discus,1.19,,FD,RBC,HS,"Ohno, S. and N.B. Atkin (1966). Comparative DNA values and chromosome complements of eight species of fishes. Chromosoma 18: 455-466.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Symphysodon aequifasciatus,Blue discus,1.25,60.00,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cichlidae,Tilapia zillii,Redbelly tilapia,1.20,44.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Cirrhitidae,Cirrhitichthys aureus,Yellow hawkfish,0.73,,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Coryphaenidae,Coryphaena hippurus,Common dolphinfish,0.61,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Drepaneidae,Drepane punctata,Spotted sicklefish,0.72,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Echeneidae,Echeneis naucrates,Live sharksucker,0.68,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Echeneidae,Echeneis naucrates,Live sharksucker,0.72,,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Eleotridae,Oxyeleotris marmorata,Marble goby,1.25,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Embiotocidae,Cymatogaster aggregata,Shiner perch,0.74,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Embiotocidae,Embiotoca jacksoni,Black perch,1.00,48.00,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Embiotocidae,Phanerodon furcatus,White seaperch,0.85,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Embiotocidae,Rhacochilus vacca,Pile perch,0.80,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Embiotocidae,Zalembius rosaceus,Pink seaperch,0.82,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Emmelichthyidae,Erythrocles schlegelii,Japanese rubyfish,1.04,,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Emmelichthyidae,Plagiogeneion macrolepis,Rover,0.76,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Ephippidae,Chaetodipterus faber,Atlantic spadefish,0.93,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Ephippidae,Platax batavianus,Humpback batfish,0.79,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Ephippidae,Platax pinnatus,Dusky batfish,0.74,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gempylidae,Rexea solandri,Silver gemfish,0.82,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gerreidae,Eucinostomus gula,Jenny mojarra,0.47,,FD,RBC,GD,"Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gerreidae,Eucinostomus gula,Jenny mojarra,0.78,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gerreidae,Gerres oblongus,Slender silverbiddy,0.70,50.00,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gerreidae,Gerres subfasciatus,Common silverbiddy,0.61,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Amblygobius decussatus,Orange-striped goby,0.87,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Amblygobius phalaena,Banded goby,0.98,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Arenigobius frenatus,Half-bridled goby,1.23,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Asterropteryx semipunctata,Starry goby,1.11,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Chaenogobius urotaenia,N/A,1.18,44.00,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Coryphopterus neophytus,Common fusegoby,1.08,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Cryptocentrus leptocephalus,Pink-speckled shrimpgoby,1.38,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Gobiodon citrinus,Poison goby,1.07,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Gobiodon histrio,Broad-barred goby,1.21,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Gobiodon micropus,Goby,1.22,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Gobiodon quinquestrigatus,Five-lined coral goby,1.12,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Gobius bucchichi,Bucchich's gobi,0.46,40.00,FD,RBC,GD,"Thode, G., J. Cano, and M.C. Alvarez (1983). A karyological study on four species of Mediterranean gobiid fishes. Cytologia 48: 131-138.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Gobius cobitis,Giant goby,0.66,46.00,FD,RBC,GD,"Thode, G., J. Cano, and M.C. Alvarez (1983). A karyological study on four species of Mediterranean gobiid fishes. Cytologia 48: 131-138.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Gobius niger,Black goby,1.01,50.00,FD,RBC,GD,"Thode, G., J. Cano, and M.C. Alvarez (1983). A karyological study on four species of Mediterranean gobiid fishes. Cytologia 48: 131-138.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Gobius paganellus,Rock goby,0.42,46.00,FD,RBC,GD,"Thode, G., J. Cano, and M.C. Alvarez (1983). A karyological study on four species of Mediterranean gobiid fishes. Cytologia 48: 131-138.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Istigobius rigilius,Rigilius goby,1.65,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Knipowitschia panizzae,Goby,1.04,46.00,FCM,RBC,GD,"Libertini, A., S. Malavasi, P. Torricelli, and P. Franzoi (2008). Unpublished data.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Neogobius fluviatilis,Monkey goby,1.40,46.00,NS,NS,GD,"Vialli, M. (1957a). Volume et contenu en ADN par noyau. Experimental Cell Research Suppl. 4: 284-293.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Neogobius melanostomus,Round goby,1.27,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Oplopomus oplopomus,Spinecheek goby,1.33,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Padogobius bonelli,Goby,1.20,46.00,FCM,RBC,GD,"Libertini, A. and M. Rampin (2008). Unpublished data.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Paragobiodon echinocephalus,Redhead goby,1.22,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Paragobiodon melanosomus,Dark coral goby,0.98,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Paragobiodon xanthosoma,Emerald coral goby,1.24,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Periophthalmodon schlosseri,Giant mudskipper,0.96,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Pomatoschistus canestrini,Goby,0.95,46.00,FCM,RBC,GD,"Libertini, A., S. Malavasi, P. Torricelli, and P. Franzoi (2008). Unpublished data.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Pomatoschistus marmoratus,Marbled goby,0.92,46.00,FCM,RBC,GD,"Libertini, A., S. Malavasi, P. Torricelli, and P. Franzoi (2008). Unpublished data.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Pomatoschistus minutus,Sand goby,0.99,46.00,FCM,RBC,GD,"Libertini, A., S. Malavasi, P. Torricelli, and P. Franzoi (2008). Unpublished data.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Priolepis semidoliata,Half-barred goby,0.91,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Rhinogobius flumineus,Goby,1.50,44.00,FCM,RBC,MM,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Signigobius biocellatus,Twinspot goby,0.86,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Stigmatogobius sadanundio,Goby,1.40,48.00,BFA,RBC,SP,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Typhlogobius californiensis,Blind goby,1.20,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Valenciennea longipinnis,Long-finned goby,0.93,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Gobiidae,Yongeichthys nebulosus,Shadow goby,1.68,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Diagramma labiosum,Grunt,0.84,,FIA,RBC,"BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Haemulon aurolineatum,Tomtate grunt,0.75,,FD,"LV, RBC",V,"Bachmann, K. and R.R. Cowden (1967). Specific DNA amounts and nuclear size in fish hepatocytes and erythrocytes. Transactions of the American Microscopical Society 86: 463-471.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Haemulon melanurum,Cottonwick grunt,0.86,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Haemulon plumieri,Grunt,0.98,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Haemulon sciurus,Bluestriped grunt,0.60,,FD,RBC,GD,"Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Haemulon sciurus,Bluestriped grunt,0.87,,BFA,RBC,SP,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,
Chordata,Vertebrata,Osteichthyes,Perciformes,Haemulidae,Heamulon flavolineatum,French grunt,0.65,,FD,"LV, RBC",V,"Bachmann, K. and R.R. Cowden (1967). Specific DNA amounts and nuclear size in fish hepatocytes and erythrocytes. Transactions of the American Microscopical Society 86: 463-471.",,
